id,translatedSet,src,tgt
11335,Test User 801 | नानी की ऐनक MT L2 | English -> Hindi,"she tells me interesting tales from her childhood , while i help her peel the peas","वह मुझे अपने बचपन से रोचक कहानियां कहती है , जब मैं मटर छीलने में उनकी मदद करता हूँ 
"
11334,Test User 801 | नानी की ऐनक MT L2 | English -> Hindi,the yellow sweater that she knitted for me is my favorite,उनका बुना पीला स्वेटर मेरा सबसे पसंदीदा हैं 
11333,Test User 801 | नानी की ऐनक MT L2 | English -> Hindi,i love my grandma,मैं अपनी दादी से प्यार करता हूँ 
11332,Test User 801 | नानी की ऐनक MT L2 | English -> Hindi,she really is the best,वह सच में सर्वश्रेष्ठ है 
11331,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"dear… well , you know who you are",प्रिय... आप अच्छी तरह जानते हो की आप कौन हो 
11330,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,and it is not like you are ever going to see this letter,और ऐसा भी नहीं हैं की आप कभी इस पत्र को देखेंगी 
11329,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,miss told me that i had to be your mentor and show you around because you are a new student,मुझे बताया गया है कि मुझे आपका संरक्षक बनना है और आपको आसपास सब दिखाना हैं क्योंकि आप नयी छात्रा हैं 
11328,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"i did not know what a mentor is , so i looked it up in the dictionary","मैं नहीं जानता था कि एक परामर्शदाता क्या है , मैंने शब्दकोष में देखा "
11327,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"anyway , she did not tell me anything about that","वैसे भी , उसने मुझे उस बारे में कुछ नहीं बताया"
11326,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"ali and rahm and sumi and rani , they kept asking me about it when we were going home from school","अली और रहम और सुमि और रानी  , वे मुझसे पूछ रहे थे जब हम स्कूल से घर जा रहे थे"
11325,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"i told them that i did not know what they were talking about , but that is not true","मैंने उनसे कहा कि मैं नहीं जानता था कि वे क्या बात कर रहे हैं , लेकिन यह सच नहीं है"
11324,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,how can i not know,मैं कैसे नहीं जानता
11323,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"see , you made me lie to my friends",आपके लिए मैंने दोस्तों से झूठ बोला
11322,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"yours sincerely , me hi again , ma says that it is not good to stare at people , but i can see that everyone stares at you","देखिये मैं हूँ, फिरसे , अच्छा माँ कहती हैं की किसी को घूरना अच्छी बात नहीं हैं, पर मैं देख सकता हूँ की यहाँ हर कोई आपको घूरता हैं  "
11321,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,they stare at me too because i have to hang around with you and be your mentor,वे मुझे भी घूरते हैं क्योंकि मुझे आपके आसपास रहना है और आपका संरक्षण करना है
11320,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,why did you come to our school,आप हमारे स्कूल में क्यों आए
11319,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,why will you continue going to whatever school you went to earlier,आप जिस स्कूल में पहले जाते थे अब क्यों नहीं जाते 
11318,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,do you know what happened yesterday,क्या आप जानते हैं कल क्या हुआ
11317,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"rahm , ali and two of their friends from class vii cornered me after school to ask about you know what","स्कूल में सातवीं कक्षा में पढ़ने वाले रहम, अली और उनके कुछ दोस्तों ने मुझे घेर लिया और आपके बारे में पूछने लगे "
11316,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,they took my bag and would not give it back,उन्होंने मेरे बैग लिया और वापस नहीं दिया
11315,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,then they threw it into the thicket by the side of the road and i had to scramble down into the mountainside to get it,फिर उन्होंने सड़क के किनारे झाड़ियों में उसे फेंक दिया और मुझे उसे लाने के लिए पहाड़ी की तरफ से उतरना पड़ा 
11314,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,i tore my shirt and ma was angry with me,मैंने अपनी कमीज काट दी तो माँ मुझसे नाराज़ हो गयी 
11313,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,this is all your fault,यह सब आपका दोष है
11312,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"me hello , i keep telling them that they can ask you whatever they want to know",मैं उन्हें कहता हूँ कि वे जो कुछ जानना चाहते हैं आप कह सकते हैं
11311,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,what is the point of asking me,मुझसे सवाल करने का क्या तुक है
11310,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,how am i supposed to know why you have that thing or how it works,मुझे कैसे पता होगा आपको की ऐसा क्यों हैं और ये कैसे काम करता हैं 
11309,Test User 801 | थोड़ी सी मदद PE L4 | English -> Hindi,"to be really honest , i ca not say i am not curious myself or that i do not have the same questions the others are asking me","सच कहूं तो मैं यह नहीं कह सकता की मुझे उत्सुकता नहीं हुई, मेरे मन में भी वो सब सवाल उठे जो सब जानना चाहते हैं "
